flow_time,people
0.0005762577056884766,0
0.003934144973754883,0
0.0015039443969726562,95
0.0041751861572265625,96
0.0012242794036865234,99
0.0038568973541259766,99
0.003973245620727539,95
0.0039031505584716797,98
0.0040149688720703125,99
0.003859996795654297,94
0.0038361549377441406,93
0.0038013458251953125,94
0.0037288665771484375,88
0.0036728382110595703,83
0.0036029815673828125,84
0.003671884536743164,76
0.0009253025054931641,82
0.0036966800689697266,82
0.0008397102355957031,74
0.00356292724609375,75
0.0008873939514160156,72
0.0034775733947753906,79
0.0015773773193359375,81
0.00379180908203125,83
0.0039026737213134766,93
0.004030704498291016,92
0.0040285587310791016,100
0.004282712936401367,103
0.002808094024658203,105
0.0010447502136230469,104
0.004057884216308594,103
0.0012598037719726562,101
0.0025997161865234375,101
0.0008890628814697266,103
0.0011959075927734375,102
0.0009660720825195312,105
0.0009684562683105469,107
0.004046916961669922,108
0.0009012222290039062,105
0.0015132427215576172,103
0.003968238830566406,99
0.0009071826934814453,99
0.004052639007568359,98
0.0026657581329345703,95
0.0009341239929199219,100
0.0038704872131347656,97
0.0008730888366699219,94
0.0010144710540771484,97
0.0009555816650390625,97
0.0012574195861816406,97
0.0042324066162109375,102
0.001088857650756836,101
0.0040171146392822266,105
0.0010755062103271484,104
0.0009839534759521484,98
0.0039174556732177734,92
0.0015234947204589844,96
0.004018068313598633,97
0.003925800323486328,96
0.0012814998626708984,96
0.0014719963073730469,105
0.003972053527832031,102
0.004037141799926758,101
0.004191398620605469,104
0.002084493637084961,105
0.0029425621032714844,109
0.0020914077758789062,108
0.00431513786315918,107
0.0011982917785644531,106
0.0012729167938232422,106
0.0010623931884765625,102
0.0010683536529541016,100
0.003994464874267578,103
0.0010590553283691406,103
0.0010275840759277344,101
0.0010707378387451172,98
0.003960371017456055,97
0.0009312629699707031,97
0.0009856224060058594,101
0.0011489391326904297,98
0.0010492801666259766,103
0.0008873939514160156,104
0.0009980201721191406,100
0.004024028778076172,106
0.0013668537139892578,105
0.0013086795806884766,104
0.0010557174682617188,103
0.004102945327758789,105
0.0011234283447265625,107
0.0008840560913085938,106
0.0011131763458251953,106
0.004025936126708984,100
0.004167795181274414,101
0.002947568893432617,102
0.0009884834289550781,107
0.0009281635284423828,110
0.004246950149536133,107
0.004145622253417969,106
0.0009632110595703125,106
0.004110574722290039,106
0.004227876663208008,108
0.004369258880615234,107
0.001489877700805664,106
0.004280805587768555,107
0.0009391307830810547,108
0.0011730194091796875,105
0.0011796951293945312,106
0.0012328624725341797,109
0.0010616779327392578,110
0.002231121063232422,112
0.0013866424560546875,114
0.0021588802337646484,113
0.0042073726654052734,110
0.00185394287109375,113
0.0014231204986572266,114
0.004333019256591797,114
0.0009720325469970703,114
0.0011587142944335938,112
0.0010941028594970703,110
0.004221200942993164,110
0.004248619079589844,115
0.004346132278442383,111
0.004148960113525391,113
0.004137516021728516,109
0.004358768463134766,112
0.0011417865753173828,111
0.0040662288665771484,106
0.0011529922485351562,108
0.0014944076538085938,103
0.001140594482421875,100
0.0009086132049560547,102
0.0009622573852539062,103
0.0019342899322509766,107
0.0009465217590332031,107
0.0010437965393066406,106
0.001283884048461914,109
0.004400968551635742,106
0.0014376640319824219,107
0.0010492801666259766,105
0.0009102821350097656,102
0.0010781288146972656,105
0.0015099048614501953,104
0.001009225845336914,102
0.004209995269775391,105
0.0011050701141357422,109
0.0013802051544189453,111
0.0012943744659423828,109
0.0040624141693115234,111
0.001796722412109375,109
0.0012352466583251953,107
0.0012083053588867188,108
0.004227399826049805,109
0.004220008850097656,109
0.0010421276092529297,105
0.001329183578491211,108
0.004033088684082031,105
0.000988006591796875,106
0.0012822151184082031,103
0.0011622905731201172,105
0.0009372234344482422,104
0.0011200904846191406,102
0.001129150390625,101
0.004006862640380859,101
0.00113677978515625,100
0.0012555122375488281,99
0.003957271575927734,99
0.0038976669311523438,100
0.003998279571533203,97
0.004146575927734375,100
0.001001119613647461,99
0.001676321029663086,99
0.003958702087402344,99
0.0010592937469482422,99
0.002694368362426758,100
0.0012774467468261719,103
0.0013561248779296875,100
0.0014557838439941406,103
0.0009479522705078125,102
0.0014891624450683594,102
0.0009632110595703125,100
0.0010614395141601562,101
0.0009551048278808594,100
0.001148223876953125,99
0.004137992858886719,100
0.001394033432006836,100
0.001283407211303711,99
0.004028797149658203,102
0.0009312629699707031,99
0.001031637191772461,96
0.0009286403656005859,100
0.0011458396911621094,98
0.003933906555175781,94
0.0014410018920898438,98
0.0017619132995605469,97
0.0010704994201660156,99
0.0014014244079589844,98
0.0012841224670410156,94
0.0015377998352050781,95
0.001062631607055664,98
0.001051187515258789,101
0.0016074180603027344,102
0.0010027885437011719,101
0.0023527145385742188,96
0.001039743423461914,97
0.001035928726196289,100
0.003988742828369141,99
0.0013420581817626953,99
0.0011548995971679688,101
0.0011718273162841797,101
0.0025582313537597656,103
0.001283407211303711,103
0.004076957702636719,104
0.0009601116180419922,102
0.00396418571472168,103
0.0012679100036621094,100
0.001168966293334961,101
0.0013403892517089844,100
0.0011391639709472656,101
0.004065275192260742,100
0.0017287731170654297,101
0.002707958221435547,100
0.004084348678588867,103
0.0011241436004638672,103
0.0011396408081054688,103
0.002794981002807617,103
0.0010609626770019531,103
0.0009522438049316406,104
0.0013408660888671875,101
0.002746105194091797,103
0.0011303424835205078,103
0.0009362697601318359,99
0.000946044921875,100
0.004098415374755859,99
0.0009467601776123047,101
0.0011658668518066406,101
0.004097461700439453,102
0.001489877700805664,105
0.004077434539794922,102
0.0014221668243408203,101
0.004277229309082031,104
0.0013332366943359375,106
0.001194000244140625,107
0.0042629241943359375,108
0.0011661052703857422,105
0.0011391639709472656,107
0.0010488033294677734,105
0.0012781620025634766,106
0.004181385040283203,107
0.00423121452331543,108
0.0009963512420654297,109
0.0011792182922363281,111
0.004107952117919922,109
0.0011262893676757812,109
0.0010581016540527344,105
0.001283407211303711,105
0.0009198188781738281,104
0.0010063648223876953,104
0.0011487007141113281,105
0.0013964176177978516,107
0.0020308494567871094,102
0.004098653793334961,105
0.001165628433227539,106
0.004030466079711914,104
0.0010590553283691406,103
0.0010020732879638672,107
0.0009949207305908203,104
0.001312255859375,101
0.0012733936309814453,97
0.000997781753540039,97
0.002172708511352539,100
0.001161336898803711,103
0.0017414093017578125,107
0.0011608600616455078,105
0.0010423660278320312,106
0.002028226852416992,105
0.0012421607971191406,109
0.00096893310546875,108
0.001066446304321289,109
0.0009760856628417969,112
0.0042760372161865234,112
0.00444483757019043,108
0.0015757083892822266,109
0.002835512161254883,114
0.004132747650146484,113
0.0009400844573974609,109
0.001009225845336914,110
0.0013349056243896484,111
0.0017769336700439453,106
0.0040204524993896484,109
0.0040988922119140625,102
0.004041194915771484,106
0.001970052719116211,103
0.0015208721160888672,103
0.001964092254638672,103
0.0010540485382080078,105
0.004140615463256836,104
0.002540111541748047,104
flow_time,people
0.0010046958923339844,0
0.0008141994476318359,0
0.0033211708068847656,28
0.003305673599243164,28
0.00327301025390625,28
0.0032575130462646484,28
0.003370046615600586,27
0.003325223922729492,26
0.003338336944580078,27
0.003335237503051758,30
0.003490447998046875,29
0.003531932830810547,30
0.0037217140197753906,30
0.003376007080078125,31
0.0033788681030273438,31
0.0007991790771484375,31
0.003354787826538086,31
0.003297090530395508,31
0.001077413558959961,30
0.001485586166381836,27
0.0012166500091552734,27
0.0033752918243408203,27
0.0014362335205078125,28
0.0033643245697021484,28
0.0017383098602294922,28
0.0013718605041503906,28
0.00331878662109375,28
0.0033159255981445312,28
0.0033125877380371094,27
0.0014865398406982422,28
0.0022733211517333984,27
0.0012094974517822266,28
0.003374338150024414,29
0.0033566951751708984,30
0.003343343734741211,31
0.001756429672241211,31
0.003367185592651367,31
0.003253459930419922,32
0.001455545425415039,31
0.003366231918334961,31
0.0033812522888183594,31
0.0016582012176513672,31
0.003401517868041992,31
0.0033233165740966797,30
0.0033614635467529297,30
0.0034139156341552734,30
0.003350496292114258,30
0.0033102035522460938,30
0.0017347335815429688,29
0.0032930374145507812,28
0.0033283233642578125,27
0.0033326148986816406,29
0.00307464599609375,28
0.003299236297607422,29
0.002550840377807617,28
0.0033025741577148438,29
0.003305673599243164,28
0.0033304691314697266,29
0.0017659664154052734,29
0.003377199172973633,29
0.0017085075378417969,33
0.0033316612243652344,32
0.002156972885131836,30
0.0014433860778808594,31
0.0033805370330810547,30
0.0014438629150390625,31
0.003312349319458008,31
0.0017254352569580078,30
0.0033402442932128906,28
0.0014684200286865234,30
0.0033545494079589844,30
0.0033445358276367188,31
0.0033528804779052734,30
0.0017299652099609375,31
0.0032601356506347656,31
0.003454923629760742,28
0.0033042430877685547,28
0.003351926803588867,27
0.0033125877380371094,29
0.001768350601196289,30
0.0016646385192871094,31
0.0033178329467773438,31
0.0033693313598632812,31
0.0014295578002929688,30
0.0033731460571289062,30
0.0033228397369384766,29
0.001417398452758789,28
0.003340482711791992,28
0.0033512115478515625,30
0.003350496292114258,30
0.0033121109008789062,30
0.0032935142517089844,30
0.0033288002014160156,28
0.0022253990173339844,27
0.0016095638275146484,29
0.0033097267150878906,29
0.0033028125762939453,30
0.0033295154571533203,30
0.003391265869140625,29
0.0033333301544189453,29
0.0033445358276367188,29
0.003311634063720703,28
0.003306865692138672,28
0.003323078155517578,27
0.0033638477325439453,27
0.0033032894134521484,27
0.0033524036407470703,28
0.0033416748046875,29
0.003325223922729492,30
0.003363370895385742,29
0.003350496292114258,29
0.003332376480102539,30
0.0035011768341064453,30
0.0034949779510498047,31
0.002316713333129883,29
0.0033617019653320312,31
0.0033385753631591797,31
0.0033311843872070312,30
0.003313779830932617,29
0.0033195018768310547,29
0.0033216476440429688,28
0.0033473968505859375,27
0.0032913684844970703,28
0.003342151641845703,28
0.0033745765686035156,29
0.0035033226013183594,30
0.003277301788330078,29
0.00330352783203125,29
0.0032958984375,28
0.0033080577850341797,27
0.003305196762084961,28
0.0033338069915771484,28
0.0033349990844726562,28
0.0014150142669677734,28
0.00337982177734375,28
0.003307342529296875,30
0.0009891986846923828,28
0.0007977485656738281,28
0.0008263587951660156,26
0.0033380985260009766,26
0.0021288394927978516,26
0.002362489700317383,29
0.0014367103576660156,30
0.0032973289489746094,29
0.0032913684844970703,30
0.003311634063720703,27
0.003339529037475586,28
0.003374338150024414,29
0.0035288333892822266,28
0.0034971237182617188,28
0.002044200897216797,28
0.003366231918334961,28
0.003327608108520508,27
0.0009870529174804688,29
0.0008499622344970703,32
0.0033714771270751953,31
0.0013310909271240234,32
0.003457784652709961,32
0.0034830570220947266,34
0.003370046615600586,33
0.003481626510620117,32
0.003360748291015625,33
0.0034270286560058594,34
0.0034160614013671875,34
0.003453969955444336,34
0.003442049026489258,34
0.0034110546112060547,33
0.003375530242919922,33
0.0034339427947998047,33
0.003675699234008789,34
0.0033752918243408203,33
0.002425670623779297,33
0.0035822391510009766,34
0.0009500980377197266,34
0.0012471675872802734,34
0.0013434886932373047,33
0.003480672836303711,35
0.0012743473052978516,33
0.001260519027709961,34
0.00177001953125,33
0.003381967544555664,33
0.003438711166381836,33
0.002187967300415039,34
0.0034112930297851562,34
0.002329587936401367,34
0.0034596920013427734,34
0.0014750957489013672,36
0.001567840576171875,37
0.0033648014068603516,35
0.002770662307739258,34
0.0034263134002685547,33
0.0009894371032714844,35
0.002448558807373047,34
0.0008625984191894531,35
0.003445148468017578,34
0.0034394264221191406,35
0.003444671630859375,36
0.0034856796264648438,35
0.0036127567291259766,36
0.0036072731018066406,39
0.003642559051513672,39
0.0024178028106689453,39
0.0019164085388183594,38
0.003569364547729492,37
0.003040313720703125,37
0.0035011768341064453,37
0.0034942626953125,38
0.003509521484375,38
0.0035130977630615234,37
0.0034842491149902344,39
0.0008344650268554688,40
0.003524303436279297,39
0.0036814212799072266,38
0.0036864280700683594,40
0.003518819808959961,40
0.003597259521484375,40
0.0034673213958740234,40
0.0035097599029541016,39
0.003527402877807617,41
0.003567218780517578,41
0.0034720897674560547,41
0.003428220748901367,39
0.0035300254821777344,36
0.0035271644592285156,39
0.0035550594329833984,39
0.003623485565185547,41
0.0037360191345214844,40
0.003521442413330078,40
0.003547191619873047,40
0.0036301612854003906,40
0.0035102367401123047,43
0.0035202503204345703,41
0.003520488739013672,41
0.003473520278930664,42
0.0023746490478515625,39
0.0035250186920166016,40
0.00299072265625,41
0.003496885299682617,40
0.003467559814453125,38
0.0035669803619384766,38
0.00344085693359375,37
0.0034551620483398438,38
