yolo_time,people
0.009749650955200195,0
0.00898289680480957,0
0.007686614990234375,0
0.00795292854309082,0
0.008066415786743164,0
0.007408618927001953,0
0.008248567581176758,0
0.0077702999114990234,0
0.008542776107788086,0
0.007720232009887695,0
0.00778651237487793,2
0.007413148880004883,2
0.008020639419555664,2
0.007384777069091797,1
0.02383708953857422,2
0.007390499114990234,2
0.008267641067504883,2
0.008186101913452148,2
0.007688999176025391,2
0.01160740852355957,0
0.0074634552001953125,0
0.008041620254516602,1
0.02490544319152832,0
0.007498025894165039,0
0.008349895477294922,0
0.007758617401123047,0
0.014807939529418945,0
0.007792234420776367,0
0.008080244064331055,1
0.007424354553222656,0
0.0076334476470947266,1
0.007918596267700195,0
0.00812983512878418,0
0.007452249526977539,0
0.008350372314453125,1
0.00753331184387207,1
0.01207733154296875,0
0.0077588558197021484,1
0.007559299468994141,1
0.010802268981933594,1
0.007772207260131836,0
0.007884502410888672,0
0.018640995025634766,0
0.007466316223144531,2
0.007452487945556641,0
0.007432460784912109,0
0.007697343826293945,0
0.007993221282958984,0
0.0074176788330078125,0
0.025665760040283203,0
0.0074803829193115234,0
0.0074083805084228516,0
0.008528709411621094,0
0.007674455642700195,0
0.0077130794525146484,0
0.024790525436401367,0
0.007452964782714844,0
0.0074710845947265625,0
0.01163482666015625,3
0.00780034065246582,3
0.008168697357177734,3
0.026511430740356445,1
0.00747227668762207,1
0.008387088775634766,0
0.007464885711669922,1
0.007839202880859375,1
0.007995843887329102,1
0.007421255111694336,0
0.007859945297241211,1
0.015323400497436523,0
0.007809162139892578,0
0.0074481964111328125,0
0.008729696273803711,0
0.007474184036254883,1
0.009567975997924805,1
0.007445335388183594,2
0.008033514022827148,2
0.011634111404418945,0
0.008002996444702148,0
0.007442474365234375,0
0.025138378143310547,0
0.007641792297363281,1
0.0074634552001953125,1
0.008381843566894531,1
0.008093833923339844,3
0.007948160171508789,1
0.0074307918548583984,1
0.0074384212493896484,1
0.007970809936523438,1
0.00747227668762207,1
0.007955074310302734,1
0.007570981979370117,0
0.007417917251586914,0
0.008054971694946289,0
0.007444620132446289,0
0.007775545120239258,0
0.007988452911376953,0
0.0075511932373046875,0
0.007884979248046875,0
0.008107185363769531,1
0.008094072341918945,1
0.007852792739868164,1
0.0076715946197509766,1
0.007925033569335938,0
0.007862567901611328,0
0.0074613094329833984,1
0.007735013961791992,2
0.0074596405029296875,2
0.007424831390380859,1
0.008320808410644531,1
0.0077419281005859375,1
0.007642984390258789,1
0.008194446563720703,1
0.00795745849609375,1
0.0074503421783447266,0
0.007700204849243164,0
0.0077667236328125,0
0.007433414459228516,0
yolo_time,people
0.011179447174072266,0
0.010079383850097656,0
0.010086774826049805,95
0.010784626007080078,96
0.010084867477416992,99
0.024599075317382812,99
0.025461673736572266,95
0.010076761245727539,98
0.010086536407470703,99
0.010075807571411133,94
0.01032400131225586,93
0.010269880294799805,94
0.010312795639038086,88
0.010112524032592773,83
0.010076045989990234,84
0.010086774826049805,76
0.011245489120483398,82
0.010096073150634766,82
0.010087728500366211,74
0.010088682174682617,75
0.01024484634399414,72
0.010084390640258789,79
0.010103464126586914,81
0.010318279266357422,83
0.010088205337524414,93
0.010112762451171875,92
0.01009988784790039,100
0.021810054779052734,103
0.022903919219970703,105
0.023537397384643555,104
0.010492801666259766,103
0.010779857635498047,101
0.024373292922973633,101
0.01010441780090332,103
0.020663738250732422,102
0.010092496871948242,105
0.02359151840209961,107
0.010307550430297852,108
0.022322654724121094,105
0.02357649803161621,103
0.010329008102416992,99
0.010323762893676758,99
0.025168418884277344,98
0.010119438171386719,95
0.023642539978027344,100
0.02152228355407715,97
0.0101165771484375,94
0.022306442260742188,97
0.01028585433959961,97
0.010277509689331055,97
0.023721694946289062,102
0.0135650634765625,101
0.025620222091674805,105
0.01774287223815918,104
0.01034998893737793,98
0.010124921798706055,92
0.012965202331542969,96
0.024573564529418945,97
0.022173643112182617,96
0.024593114852905273,96
0.023499488830566406,105
0.023719310760498047,102
0.025131940841674805,101
0.02491021156311035,104
0.023470401763916016,105
0.02271580696105957,109
0.010822296142578125,108
0.020226716995239258,107
0.02390909194946289,106
0.021039962768554688,106
0.02340412139892578,102
0.024799108505249023,100
0.024590015411376953,103
0.010079383850097656,103
0.010361433029174805,101
0.013037681579589844,98
0.017736196517944336,97
0.010748863220214844,97
0.012259960174560547,101
0.022455692291259766,98
0.022861480712890625,103
0.02364063262939453,104
0.0252377986907959,100
0.024405241012573242,106
0.023753881454467773,105
0.010436773300170898,104
0.02335834503173828,103
0.023970842361450195,105
0.017055273056030273,107
0.02182793617248535,106
0.010386228561401367,106
0.02536749839782715,100
0.014868974685668945,101
0.01292729377746582,102
0.02214837074279785,107
0.013389825820922852,110
0.023215293884277344,107
0.010586261749267578,106
0.01490330696105957,106
0.016358375549316406,106
0.02290821075439453,108
0.024176836013793945,107
0.023065805435180664,106
0.022347688674926758,107
0.024951457977294922,108
0.024459123611450195,105
0.02365279197692871,106
0.025671720504760742,109
0.025073528289794922,110
0.025429725646972656,112
0.024103164672851562,114
0.010766267776489258,113
0.023129940032958984,110
0.02437138557434082,113
0.025786638259887695,114
0.02360987663269043,114
0.023243427276611328,114
0.017766952514648438,112
0.010349750518798828,110
0.022971630096435547,110
0.015444755554199219,115
0.010149240493774414,111
0.013326883316040039,113
0.01034402847290039,109
0.01773548126220703,112
0.010604619979858398,111
0.010143756866455078,106
0.017923831939697266,108
0.0162355899810791,103
0.010771989822387695,100
0.017199039459228516,102
0.017105579376220703,103
0.022864103317260742,107
0.021338701248168945,107
0.023335933685302734,106
0.016991853713989258,109
0.026682376861572266,106
0.025225162506103516,107
0.024448871612548828,105
0.017900943756103516,102
0.01765131950378418,105
0.01310110092163086,104
0.02354574203491211,102
0.02499866485595703,105
0.024634599685668945,109
0.010155200958251953,111
0.017531871795654297,109
0.022311687469482422,111
0.017621517181396484,109
0.024074316024780273,107
0.010712862014770508,108
0.015612363815307617,109
0.02515578269958496,109
0.024106502532958984,105
0.010158300399780273,108
0.023616790771484375,105
0.025255441665649414,106
0.02502751350402832,103
0.024811983108520508,105
0.024523258209228516,104
0.017849206924438477,102
0.024037599563598633,101
0.02334904670715332,101
0.017044782638549805,100
0.022162199020385742,99
0.022811174392700195,99
0.019936084747314453,100
0.020689010620117188,97
0.01685500144958496,100
0.01034998893737793,99
0.010345458984375,99
0.023766040802001953,99
0.010063648223876953,99
0.02228403091430664,100
0.01015615463256836,103
0.012761831283569336,100
0.013211727142333984,103
0.022983789443969727,102
0.017998456954956055,102
0.025618553161621094,100
0.025222063064575195,101
0.010139226913452148,100
0.013281822204589844,99
0.02559685707092285,100
0.024225711822509766,100
0.010151147842407227,99
0.010311603546142578,102
0.0128326416015625,99
0.017688274383544922,96
0.017365455627441406,100
0.024043560028076172,98
0.0215299129486084,94
0.024755001068115234,98
0.025419950485229492,97
0.010935068130493164,99
0.02379775047302246,98
0.010339975357055664,94
0.011621475219726562,95
0.024765968322753906,98
0.010155916213989258,101
0.013056278228759766,102
0.010110855102539062,101
0.0257110595703125,96
0.01729583740234375,97
0.010644197463989258,100
0.010428190231323242,99
0.010335445404052734,99
0.01682758331298828,101
0.01609206199645996,101
0.025283098220825195,103
0.024903535842895508,103
0.02646327018737793,104
0.02520751953125,102
0.024257659912109375,103
0.015366315841674805,100
0.02515268325805664,101
0.023741483688354492,100
0.010134696960449219,101
0.012140750885009766,100
0.017957448959350586,101
0.022683143615722656,100
0.020864248275756836,103
0.010116338729858398,103
0.01356816291809082,103
0.010823726654052734,103
0.020088672637939453,103
0.01178741455078125,104
0.013434886932373047,101
0.010716915130615234,103
0.023636579513549805,103
0.014516592025756836,99
0.017998695373535156,100
0.02399754524230957,99
0.01080465316772461,101
0.014950037002563477,101
0.025469303131103516,102
0.01753401756286621,105
0.012873172760009766,102
0.017126083374023438,101
0.025447368621826172,104
0.01011204719543457,106
0.011560678482055664,107
0.013558149337768555,108
0.02565908432006836,105
0.026267528533935547,107
0.013184785842895508,105
0.02432107925415039,106
0.024568557739257812,107
0.010744810104370117,108
0.010135412216186523,109
0.012306690216064453,111
0.017360925674438477,109
0.024686574935913086,109
0.014770746231079102,105
0.02327251434326172,105
0.010926485061645508,104
0.026012659072875977,104
0.01229095458984375,105
0.018929481506347656,107
0.017785072326660156,102
0.010933637619018555,105
0.012027740478515625,106
0.010735511779785156,104
0.011137008666992188,103
0.02483224868774414,107
0.010302066802978516,104
0.01231074333190918,101
0.014570951461791992,97
0.013132333755493164,97
0.024674177169799805,100
0.012853145599365234,103
0.012809991836547852,107
0.024518728256225586,105
0.013374090194702148,106
0.02541518211364746,105
0.010136127471923828,109
0.013707399368286133,108
0.013345718383789062,109
0.017121076583862305,112
0.022058725357055664,112
0.010445833206176758,108
0.023734092712402344,109
0.017808198928833008,114
0.01034402847290039,113
0.01304936408996582,109
0.010313987731933594,110
0.010125160217285156,111
0.017041921615600586,106
0.010439395904541016,109
0.010079145431518555,102
0.017528295516967773,106
0.01057744026184082,103
0.017032861709594727,103
0.014090776443481445,103
0.018042564392089844,105
0.015259742736816406,104
0.013663291931152344,104
0.024462461471557617,104
0.019576311111450195,101
yolo_time,people
0.009134531021118164,0
0.009058952331542969,0
0.009307384490966797,28
0.009818315505981445,28
0.009058713912963867,28
0.009301424026489258,28
0.009320497512817383,27
0.009324312210083008,26
0.009299278259277344,27
0.009081840515136719,30
0.009341955184936523,29
0.01336979866027832,30
0.009025335311889648,30
0.009171247482299805,31
0.00920557975769043,31
0.010119915008544922,31
0.00908517837524414,31
0.009309530258178711,31
0.00931859016418457,30
0.009076118469238281,27
0.009072303771972656,27
0.00955653190612793,27
0.010664224624633789,28
0.009073495864868164,28
0.009035110473632812,28
0.009322881698608398,28
0.009068012237548828,28
0.009313583374023438,28
0.009782791137695312,27
0.009361028671264648,28
0.009311437606811523,27
0.009079456329345703,28
0.009088754653930664,29
0.01262354850769043,30
0.022363901138305664,31
0.009066104888916016,31
0.009300708770751953,31
0.009042024612426758,32
0.017564773559570312,31
0.009087800979614258,31
0.009332418441772461,31
0.012173652648925781,31
0.00904989242553711,31
0.00905299186706543,30
0.009311437606811523,30
0.016429662704467773,30
0.024645328521728516,30
0.009054183959960938,30
0.009524106979370117,29
0.009048700332641602,28
0.009081840515136719,27
0.009335756301879883,29
0.009315013885498047,28
0.009052753448486328,29
0.009055376052856445,28
0.009288787841796875,29
0.009049415588378906,28
0.009348630905151367,29
0.009065628051757812,29
0.009307622909545898,29
0.024552345275878906,33
0.024097204208374023,32
0.009346485137939453,30
0.02389359474182129,31
0.023720741271972656,30
0.0245511531829834,31
0.009071826934814453,31
0.0090789794921875,30
0.009058475494384766,28
0.021188020706176758,30
0.009083271026611328,30
0.010581016540527344,31
0.013141870498657227,30
0.009053468704223633,31
0.009051799774169922,31
0.009048938751220703,28
0.009320735931396484,28
0.009056329727172852,27
0.00910186767578125,29
0.009073972702026367,30
0.009047746658325195,31
0.00908041000366211,31
0.024942398071289062,31
0.009057998657226562,30
0.009060859680175781,30
0.00907135009765625,29
0.00981760025024414,28
0.009078264236450195,28
0.009056329727172852,30
0.00930333137512207,30
0.009287118911743164,30
0.00906825065612793,30
0.009051322937011719,28
0.00906229019165039,27
0.009053707122802734,29
0.012610912322998047,29
0.025061845779418945,30
0.009068727493286133,30
0.009658336639404297,29
0.009069442749023438,29
0.023873090744018555,29
0.02422642707824707,28
0.009350061416625977,28
0.009307146072387695,27
0.009113550186157227,27
0.009079933166503906,27
0.02472376823425293,28
0.009071826934814453,29
0.009330511093139648,30
0.023445844650268555,29
0.009064912796020508,29
0.009077072143554688,30
0.009050369262695312,30
0.009063482284545898,31
0.009077072143554688,29
0.009341239929199219,31
0.009072542190551758,31
0.017642974853515625,30
0.009052038192749023,29
0.009047985076904297,29
0.009082794189453125,28
0.00931692123413086,27
0.009361028671264648,28
0.010835409164428711,28
0.009069442749023438,29
0.009061098098754883,30
0.009093999862670898,29
0.009061098098754883,29
0.009326934814453125,28
0.009067773818969727,27
0.010925769805908203,28
0.009072303771972656,28
0.009063243865966797,28
0.009321212768554688,28
0.00906229019165039,28
0.009556055068969727,30
0.009651422500610352,28
0.009344100952148438,28
0.023025035858154297,26
0.009336233139038086,26
0.009307622909545898,26
0.00933980941772461,29
0.009610176086425781,30
0.009455204010009766,29
0.009081125259399414,30
0.00927114486694336,27
0.00908207893371582,28
0.011224746704101562,29
0.009335041046142578,28
0.009456396102905273,28
0.00910329818725586,28
0.0246274471282959,28
0.009068727493286133,27
0.009059429168701172,29
0.00906229019165039,32
0.009320259094238281,31
0.009911298751831055,32
0.009041070938110352,32
0.009615898132324219,34
0.009084463119506836,33
0.009215831756591797,32
0.009063482284545898,33
0.009101629257202148,34
0.00934457778930664,34
0.009037256240844727,34
0.009073019027709961,34
0.013078689575195312,33
0.009339570999145508,33
0.009093999862670898,33
0.009338855743408203,34
0.00932931900024414,33
0.00904536247253418,33
0.009328842163085938,34
0.009128332138061523,34
0.009357213973999023,34
0.009454011917114258,33
0.009044885635375977,35
0.009449243545532227,33
0.009330987930297852,34
0.009088516235351562,33
0.009299278259277344,33
0.024499177932739258,33
0.009325027465820312,34
0.009828567504882812,34
0.009302616119384766,34
0.009307622909545898,34
0.022973299026489258,36
0.009309053421020508,37
0.009295463562011719,35
0.009088754653930664,34
0.009354352951049805,33
0.009314298629760742,35
0.00906825065612793,34
0.010143518447875977,35
0.011138200759887695,34
0.009668588638305664,35
0.024657011032104492,36
0.01287078857421875,35
0.024808168411254883,36
0.021975278854370117,39
0.011569023132324219,39
0.01830577850341797,39
0.011032819747924805,38
0.02357172966003418,37
0.009853124618530273,37
0.013410568237304688,37
0.011186599731445312,38
0.018544673919677734,38
0.0166933536529541,37
0.023503541946411133,39
0.025116682052612305,40
0.014475822448730469,39
0.024640321731567383,38
0.00910186767578125,40
0.00954580307006836,40
0.024921417236328125,40
0.025235414505004883,40
0.023400545120239258,39
0.023408889770507812,41
0.02415299415588379,41
0.024362564086914062,41
0.024504899978637695,39
0.02522754669189453,36
0.023885011672973633,39
0.024237394332885742,39
0.023424625396728516,41
0.023758649826049805,40
0.009893655776977539,40
0.010329484939575195,40
0.024480104446411133,40
0.023991823196411133,43
0.010555267333984375,41
0.022472620010375977,41
0.024261951446533203,42
0.022062063217163086,39
0.025015830993652344,40
0.024672985076904297,41
0.02415156364440918,40
0.023970842361450195,38
0.02512192726135254,38
0.022099971771240234,37
0.023331880569458008,38
0.022799015045166016,38
0.02422475814819336,38
0.021996498107910156,38
0.02420639991760254,36
0.023421049118041992,36
0.022443294525146484,38
0.0244140625,38
0.024245500564575195,38
0.02401590347290039,38
0.023168325424194336,37
0.02282118797302246,38
0.025104999542236328,37
0.023797988891601562,37
0.02399611473083496,36
0.023882627487182617,39
0.024232149124145508,37
0.024123191833496094,35
0.024590253829956055,35
0.02417588233947754,34
0.023921489715576172,34
0.025266408920288086,34
0.024141311645507812,35
0.024279356002807617,37
0.02392435073852539,37
0.023853302001953125,39
0.02355051040649414,38
0.023992300033569336,36
0.02410745620727539,33
0.024284839630126953,32
0.02383255958557129,33
0.023535966873168945,35
0.021058082580566406,36
0.02341485023498535,36
0.024247169494628906,35
0.02223682403564453,35
0.023572683334350586,34
0.024070262908935547,33
0.02337360382080078,35
0.023898601531982422,36
0.02401590347290039,37
0.024257183074951172,34
0.023609638214111328,35
0.0230257511138916,34
0.02406144142150879,35
0.02368474006652832,34
0.023905277252197266,34
0.024606704711914062,36
0.023782968521118164,36
0.023558378219604492,37
0.024977684020996094,37
0.024976491928100586,35
0.02231764793395996,35
0.021770477294921875,38
0.023969650268554688,36
0.023779869079589844,38
0.0252377986907959,35
0.024055004119873047,37
yolo_time,people
0.011989831924438477,0
0.011118173599243164,0
0.011128902435302734,70
0.011883974075317383,71
0.011257171630859375,70
0.011102437973022461,70
0.011116743087768555,68
0.011196136474609375,67
0.0238797664642334,68
0.011245489120483398,68
0.02438831329345703,69
0.011204242706298828,68
0.023339271545410156,67
0.011150598526000977,69
0.011617660522460938,67
0.011458158493041992,68
0.011170625686645508,70
0.011149168014526367,71
0.011274099349975586,68
0.011145830154418945,69
0.011249780654907227,69
0.011492729187011719,69
0.011090993881225586,68
0.011111259460449219,68
0.0112152099609375,69
0.025830745697021484,69
0.011168479919433594,69
0.011263132095336914,67
0.011197566986083984,68
0.01163029670715332,69
0.011169195175170898,68
0.011204957962036133,67
0.011315345764160156,66
0.011097192764282227,68
0.013265848159790039,68
0.011304855346679688,69
0.011150836944580078,69
0.01739978790283203,68
0.011136531829833984,70
0.01129603385925293,69
0.01124429702758789,74
0.011170387268066406,72
0.011462926864624023,71
0.011126518249511719,70
0.011175394058227539,68
0.023466110229492188,67
0.011149406433105469,68
0.011212825775146484,68
0.011146068572998047,71
0.011228799819946289,68
0.011193513870239258,69
0.011217355728149414,70
0.011321067810058594,71
0.025784730911254883,66
0.011239767074584961,67
0.020780563354492188,64
0.011216878890991211,67
0.011187076568603516,67
0.011208057403564453,66
0.01109933853149414,33
0.01987290382385254,34
0.011284589767456055,33
0.011169910430908203,47
0.011178731918334961,46
0.011192798614501953,47
0.0113372802734375,46
0.012137413024902344,51
0.011119365692138672,56
0.011060476303100586,57
0.011294841766357422,56
0.024737119674682617,59
0.011140108108520508,61
0.011117219924926758,64
0.013171672821044922,65
0.012704133987426758,67
0.011687517166137695,66
0.01118326187133789,66
0.011238574981689453,65
0.02261209487915039,66
0.011091232299804688,67
0.02394890785217285,69
0.011145591735839844,68
0.010985136032104492,67
0.011228561401367188,67
0.011189699172973633,70
0.01124119758605957,71
0.011147499084472656,70
0.011775493621826172,70
0.025333404541015625,69
0.011143207550048828,67
0.011204957962036133,72
0.019025087356567383,68
0.011295557022094727,66
0.011190176010131836,66
0.011606454849243164,69
0.01115274429321289,68
0.011281251907348633,71
0.0252993106842041,71
0.01768040657043457,70
0.011138439178466797,71
0.0112457275390625,74
0.011064291000366211,72
0.011193513870239258,72
0.011148452758789062,72
0.01150059700012207,74
0.01109766960144043,74
0.02557086944580078,71
0.01772761344909668,73
0.024907588958740234,74
0.011584043502807617,70
0.011295080184936523,68
0.011148214340209961,69
0.023577213287353516,69
0.011096954345703125,69
0.011248588562011719,68
0.011213302612304688,67
0.018337488174438477,72
0.01125335693359375,73
0.011228561401367188,72
0.011303424835205078,72
0.01124429702758789,77
0.011449813842773438,76
0.011256933212280273,75
0.011333703994750977,73
0.011318683624267578,73
0.011157512664794922,72
0.01111912727355957,72
0.011174440383911133,74
0.011087179183959961,75
0.011106729507446289,73
0.011107921600341797,72
0.010908365249633789,68
0.011124849319458008,66
0.012699604034423828,60
0.011266231536865234,60
0.011244773864746094,59
0.011104106903076172,62
0.011374235153198242,63
0.011147499084472656,62
0.011293411254882812,62
0.011157035827636719,61
0.011121988296508789,60
0.010944128036499023,60
0.011133432388305664,59
0.011766433715820312,62
0.011632680892944336,63
0.011271238327026367,65
0.011458873748779297,64
0.011159181594848633,64
0.011088132858276367,64
0.011087417602539062,65
0.011178970336914062,65
0.011234045028686523,66
0.010996341705322266,64
0.011146783828735352,65
0.010948896408081055,65
0.011171579360961914,67
0.011188507080078125,68
0.011258363723754883,69
0.011159420013427734,69
0.011086702346801758,70
0.011085033416748047,72
0.011183500289916992,69
0.011186838150024414,70
0.011156320571899414,70
0.011310338973999023,69
0.011140584945678711,67
0.012142419815063477,68
0.011226892471313477,72
0.024561405181884766,71
0.011128902435302734,71
0.011449098587036133,70
0.011088848114013672,71
0.011265039443969727,71
0.011206388473510742,71
0.011326313018798828,69
0.014011383056640625,71
0.024327993392944336,72
0.011181116104125977,74
0.011170625686645508,74
0.02237868309020996,74
0.011128425598144531,73
0.01124429702758789,74
0.011132240295410156,72
0.011083364486694336,74
0.011315584182739258,72
0.023429393768310547,72
0.011148929595947266,68
0.011138916015625,70
0.011162996292114258,70
0.013150691986083984,69
0.011121034622192383,70
0.010967493057250977,72
0.011079072952270508,72
0.011114120483398438,69
0.011156320571899414,68
0.011268377304077148,66
0.024947643280029297,66
0.012046575546264648,68
0.011581659317016602,67
0.011583805084228516,70
0.01092982292175293,69
0.011261224746704102,69
0.01110982894897461,69
0.011118650436401367,73
0.011126041412353516,73
0.01124119758605957,70
0.011070013046264648,68
0.011151790618896484,71
0.011147737503051758,68
0.022987842559814453,68
0.02551579475402832,65
0.011299610137939453,66
0.011153936386108398,66
0.011165857315063477,68
0.011269092559814453,66
0.011135339736938477,70
0.011207342147827148,70
0.011091232299804688,72
0.011161088943481445,70
0.011212348937988281,72
0.011092901229858398,73
0.01125955581665039,68
0.011606454849243164,68
0.011265277862548828,72
0.011184930801391602,72
0.01109766960144043,71
0.011601924896240234,70
0.011222362518310547,74
0.011111021041870117,71
0.010942697525024414,73
0.011284589767456055,71
0.011112213134765625,71
0.011241436004638672,65
0.01121830940246582,66
0.011601686477661133,66
0.025053024291992188,65
0.010868549346923828,65
0.011136293411254883,67
0.011150836944580078,67
0.011162281036376953,72
0.01115727424621582,73
0.011164665222167969,73
0.011161327362060547,70
0.012997150421142578,71
0.011169910430908203,69
0.011079788208007812,70
0.011275768280029297,69
0.011157989501953125,69
0.011166095733642578,68
0.011235713958740234,73
0.011264324188232422,71
0.011171579360961914,71
0.011214971542358398,70
0.011138200759887695,70
0.024721384048461914,70
0.02508544921875,72
0.011148452758789062,69
0.01107168197631836,69
0.011276483535766602,69
0.011131763458251953,73
0.011147260665893555,72
0.011208295822143555,72
0.011169672012329102,72
0.011127233505249023,72
0.011220216751098633,72
0.01125025749206543,74
0.011223316192626953,73
0.011110782623291016,72
0.011306524276733398,71
0.011172056198120117,71
0.011101961135864258,72
0.024579286575317383,74
0.011228084564208984,73
0.01122736930847168,73
0.011137247085571289,73
0.011620044708251953,76
0.011681318283081055,75
0.011158943176269531,79
0.025243043899536133,78
0.011175394058227539,76
0.011199235916137695,75
0.011132955551147461,74
0.01120448112487793,74
0.011265754699707031,75
0.017001867294311523,75
0.011199951171875,78
0.01783466339111328,77
0.011907339096069336,77
0.01133418083190918,76
0.011142253875732422,77
0.011382102966308594,76
0.011234283447265625,76
0.011142492294311523,76
0.011243581771850586,76
0.011265993118286133,77
0.010919809341430664,76
0.011157751083374023,74
0.011099815368652344,78
yolo_time,people
0.009280204772949219,0
0.009652853012084961,0
0.009568452835083008,15
0.009485721588134766,15
0.009251117706298828,14
0.009650945663452148,14
0.009622812271118164,13
0.013791561126708984,15
0.015167236328125,15
0.013820648193359375,15
0.013799428939819336,15
0.009305715560913086,13
0.00924062728881836,14
0.01589822769165039,15
0.00924229621887207,13
0.010265111923217773,14
0.009699106216430664,15
0.016366004943847656,15
0.01415395736694336,15
0.014537334442138672,15
0.013965129852294922,16
0.013744592666625977,16
0.015254735946655273,16
0.010944604873657227,16
0.015799760818481445,16
0.009381532669067383,16
0.009741067886352539,17
0.009740352630615234,17
0.009575843811035156,18
0.009109258651733398,16
0.014800310134887695,16
0.009295463562011719,15
0.01633763313293457,15
0.01068735122680664,15
0.00950765609741211,15
0.009268999099731445,15
0.00924229621887207,15
0.013149738311767578,15
0.016600608825683594,15
0.009303569793701172,15
0.016428709030151367,15
0.00924229621887207,14
0.009539127349853516,14
0.009248733520507812,14
0.015489578247070312,14
0.013859748840332031,14
0.01702141761779785,14
0.009283304214477539,13
0.018262624740600586,13
0.009295225143432617,13
0.00926971435546875,13
0.010861873626708984,13
0.009792089462280273,13
0.009250402450561523,14
0.00930023193359375,13
0.009699344635009766,11
0.009851932525634766,11
0.01443934440612793,11
0.016037940979003906,10
0.009245872497558594,10
0.009704113006591797,10
0.009235382080078125,9
0.009253740310668945,9
0.014037847518920898,9
0.01024317741394043,10
0.009347915649414062,9
0.010110616683959961,8
0.009238481521606445,8
0.009258270263671875,8
0.01541757583618164,9
0.01707291603088379,9
0.010243892669677734,9
0.010674476623535156,9
0.013974666595458984,9
0.010328292846679688,10
0.014149188995361328,9
0.015940189361572266,10
0.010592937469482422,10
0.012575387954711914,10
0.017064809799194336,10
0.013178348541259766,11
0.00930333137512207,11
0.00985407829284668,12
0.013353347778320312,12
0.01221919059753418,11
0.009272098541259766,11
0.013903379440307617,10
0.009817361831665039,10
0.009274721145629883,10
0.00980830192565918,9
0.00925445556640625,8
0.01113271713256836,9
0.010036230087280273,9
0.009283065795898438,11
0.013430118560791016,12
0.013767719268798828,11
0.011300802230834961,11
0.009209394454956055,10
0.009334564208984375,10
0.009288549423217773,11
0.009213924407958984,11
0.009282112121582031,11
0.014926433563232422,10
0.009273290634155273,10
0.009844303131103516,11
0.01085805892944336,11
0.009234428405761719,12
0.013033390045166016,12
0.013436317443847656,12
0.00930929183959961,13
0.01075124740600586,12
0.016715049743652344,12
0.009975194931030273,11
0.010469436645507812,11
0.009084939956665039,11
0.00969243049621582,11
0.01615762710571289,11
0.00926065444946289,11
0.009996652603149414,12
