strongsort_time,people
0.05610370635986328,31
0.05840468406677246,35
0.060468196868896484,36
0.0620579719543457,38
0.06377482414245605,39
0.05819535255432129,34
0.056467533111572266,31
strongsort_time,people
0.012705326080322266,0
0.01204824447631836,0
0.010401010513305664,0
0.011549711227416992,0
0.010871648788452148,0
0.011400461196899414,0
0.010405302047729492,0
0.012761354446411133,0
0.011142969131469727,0
0.01065826416015625,0
0.01291036605834961,0
0.010645866394042969,0
0.011277437210083008,0
0.013100385665893555,0
0.01589822769165039,0
0.012497901916503906,0
0.013010501861572266,0
0.01294708251953125,0
0.016106843948364258,2
0.013501882553100586,2
0.014700174331665039,2
0.012245655059814453,1
0.02089238166809082,2
0.011512517929077148,2
0.011260509490966797,2
0.011100530624389648,2
0.012771844863891602,2
0.015859365463256836,0
0.01253056526184082,0
0.01177978515625,1
0.023078441619873047,0
0.012397050857543945,0
0.013860940933227539,0
0.012525558471679688,0
0.026488780975341797,0
0.012168169021606445,0
0.011258602142333984,1
0.013152360916137695,0
0.01159048080444336,1
0.011594533920288086,0
0.012553215026855469,0
0.012512922286987305,0
0.0130767822265625,1
0.013057708740234375,1
0.02735280990600586,0
0.01218867301940918,1
0.012192249298095703,1
0.0165560245513916,1
0.011095285415649414,0
0.013598203659057617,0
0.02594590187072754,0
0.011815547943115234,2
0.011607170104980469,0
0.011246919631958008,0
0.01294565200805664,0
0.011118888854980469,0
0.011681556701660156,0
0.02260136604309082,0
0.012603759765625,0
0.012601137161254883,0
0.011849641799926758,0
0.013689041137695312,0
0.012731313705444336,0
0.026860952377319336,0
0.014921188354492188,0
0.013280153274536133,0
0.02473592758178711,3
0.012788057327270508,3
0.012718439102172852,3
0.021381139755249023,1
0.012619972229003906,1
0.012218236923217773,0
0.013949871063232422,1
0.011403083801269531,1
0.011747598648071289,1
0.013464212417602539,0
0.01340794563293457,1
0.026366710662841797,0
0.013940811157226562,0
0.01323246955871582,0
0.01367950439453125,0
0.013376712799072266,1
0.021971702575683594,1
0.012944459915161133,2
0.011887550354003906,2
0.02583932876586914,0
0.01360630989074707,0
0.012148141860961914,0
0.023369550704956055,0
0.011906147003173828,1
0.01263117790222168,1
0.011707305908203125,1
0.014166831970214844,3
0.01122283935546875,1
0.011584281921386719,1
0.013459444046020508,1
0.011789560317993164,1
0.01253366470336914,1
0.012479543685913086,1
0.01101827621459961,0
0.01133584976196289,0
0.012596845626831055,0
0.011381149291992188,0
0.014447689056396484,0
0.011576652526855469,0
0.012097358703613281,0
0.010650157928466797,0
0.012058734893798828,1
0.010936260223388672,1
0.010644674301147461,1
0.011352062225341797,1
0.012310504913330078,0
0.012451171875,0
0.011219501495361328,1
0.010796070098876953,2
0.011929988861083984,2
0.0118865966796875,1
0.011297225952148438,1
0.011344671249389648,1
0.010800361633300781,1
0.01072835922241211,1
0.011341094970703125,1
0.011627674102783203,0
0.01157236099243164,0
0.012341022491455078,0
0.012621164321899414,0
strongsort_time,people
0.1540696620941162,0
0.1448650360107422,0
0.1297452449798584,95
0.1524348258972168,96
0.141038179397583,99
0.14542388916015625,99
0.14446401596069336,95
0.13751959800720215,98
0.13891100883483887,99
0.13480639457702637,94
0.13570284843444824,93
0.13669586181640625,94
0.12598538398742676,88
0.12107157707214355,83
0.12452006340026855,84
0.11120390892028809,76
0.1211392879486084,82
0.11600208282470703,82
0.11350536346435547,74
0.11107921600341797,75
0.11543679237365723,72
0.12804222106933594,79
0.11885333061218262,81
0.13932251930236816,83
0.15291190147399902,93
0.1516578197479248,92
0.15371012687683105,100
0.15522360801696777,103
0.15729355812072754,105
0.16170191764831543,104
0.15775179862976074,103
0.15736746788024902,101
0.15618634223937988,101
0.15754246711730957,103
0.15900325775146484,102
0.16236329078674316,105
0.16434454917907715,107
0.1624455451965332,108
0.15984511375427246,105
0.15708041191101074,103
0.1528339385986328,99
0.15669655799865723,99
0.15352249145507812,98
0.15124988555908203,95
0.15677595138549805,100
0.150315523147583,97
0.1466059684753418,94
0.15215778350830078,97
0.16133737564086914,97
0.15712666511535645,97
0.16065573692321777,102
0.15954828262329102,101
0.16164922714233398,105
0.1614394187927246,104
0.16184234619140625,98
0.14762473106384277,92
0.15497183799743652,96
0.15127992630004883,97
0.1489241123199463,96
0.15180420875549316,96
0.16339993476867676,105
0.1631462574005127,102
0.15685534477233887,101
0.15823626518249512,104
0.16275238990783691,105
0.17010927200317383,109
0.16698813438415527,108
0.16751766204833984,107
0.16331076622009277,106
0.1643986701965332,106
0.15864157676696777,102
0.15932893753051758,100
0.16627120971679688,103
0.16445493698120117,103
0.15966320037841797,101
0.15679383277893066,98
0.15576934814453125,97
0.15740203857421875,97
0.1600332260131836,101
0.16106891632080078,98
0.16109848022460938,103
0.16089916229248047,104
0.15825653076171875,100
0.1662001609802246,106
0.1654810905456543,105
0.16585588455200195,104
0.16551685333251953,103
0.1671156883239746,105
0.169586181640625,107
0.16756653785705566,106
0.1649942398071289,106
0.16151905059814453,100
0.1667346954345703,101
0.16569018363952637,102
0.17165637016296387,107
0.17802214622497559,110
0.1710834503173828,107
0.16970157623291016,106
0.17249822616577148,106
0.17151141166687012,106
0.17554402351379395,108
0.17161178588867188,107
0.16920256614685059,106
0.17117786407470703,107
0.17219972610473633,108
0.1711578369140625,105
0.17655420303344727,106
0.17423295974731445,109
0.17880845069885254,110
0.1780533790588379,112
0.17926263809204102,114
0.18469572067260742,113
0.177046537399292,110
0.181410551071167,113
0.18175578117370605,114
0.17936444282531738,114
0.17849016189575195,114
0.17883515357971191,112
0.17695093154907227,110
0.17666983604431152,110
0.18417048454284668,115
0.18094420433044434,111
0.18379998207092285,113
0.1736431121826172,109
0.18057942390441895,112
0.18158626556396484,111
0.17200565338134766,106
0.1745131015777588,108
0.16724014282226562,103
0.16565489768981934,100
0.16763973236083984,102
0.16612005233764648,103
0.17378497123718262,107
0.17487072944641113,107
0.17009782791137695,106
0.17508316040039062,109
0.17319202423095703,106
0.17122840881347656,107
0.17139720916748047,105
0.16437149047851562,102
0.17203450202941895,105
0.16744375228881836,104
0.16896986961364746,102
0.17107725143432617,105
0.17898321151733398,109
0.17886829376220703,111
0.1754908561706543,109
0.17665314674377441,111
0.17562031745910645,109
0.17484712600708008,107
0.1748638153076172,108
0.17348623275756836,109
0.17488789558410645,109
0.1679060459136963,105
0.17368578910827637,108
0.17078423500061035,105
0.16983437538146973,106
0.17043733596801758,103
0.17085552215576172,105
0.16730785369873047,104
0.16774845123291016,102
0.16321659088134766,101
0.1631450653076172,101
0.1614391803741455,100
0.16348981857299805,99
0.16339802742004395,99
0.16796016693115234,100
0.15838956832885742,97
0.1635608673095703,100
0.16370034217834473,99
0.1603243350982666,99
0.16228318214416504,99
0.1596670150756836,99
0.1636512279510498,100
0.16969823837280273,103
0.16254854202270508,100
0.16866469383239746,103
0.16600608825683594,102
0.17042303085327148,102
0.16296935081481934,100
0.1643507480621338,101
0.16061878204345703,100
0.16392183303833008,99
0.1629352569580078,100
0.16094541549682617,100
0.16241931915283203,99
0.16553330421447754,102
0.16223621368408203,99
0.16028094291687012,96
0.16248106956481934,100
0.15858960151672363,98
0.15430593490600586,94
0.15793228149414062,98
0.15830135345458984,97
0.16331028938293457,99
0.15873289108276367,98
0.15462946891784668,94
0.15574193000793457,95
0.16192984580993652,98
0.16458606719970703,101
0.1634349822998047,102
0.16274118423461914,101
0.15682220458984375,96
0.15991425514221191,97
0.16723251342773438,100
0.16188859939575195,99
0.16255664825439453,99
0.16624760627746582,101
0.16371679306030273,101
0.16588664054870605,103
0.1679689884185791,103
0.16504836082458496,104
0.16360855102539062,102
0.16794800758361816,103
0.15983915328979492,100
0.16286349296569824,101
0.1589207649230957,100
0.16698050498962402,101
0.16135311126708984,100
0.16350412368774414,101
0.1592550277709961,100
0.167741060256958,103
0.16754603385925293,103
0.177093505859375,103
0.1626572608947754,103
0.19214510917663574,103
0.17565703392028809,104
0.16103458404541016,101
0.16647100448608398,103
0.16417384147644043,103
0.15966224670410156,99
0.16098356246948242,100
0.15923094749450684,99
0.1592693328857422,101
0.16268062591552734,101
0.16848969459533691,102
0.16782927513122559,105
0.163895845413208,102
0.16153287887573242,101
0.16855454444885254,104
0.1738133430480957,106
0.16992855072021484,107
0.17126774787902832,108
0.16806697845458984,105
0.17184662818908691,107
0.16689181327819824,105
0.16652369499206543,106
0.1734602451324463,107
0.17322468757629395,108
0.17658495903015137,109
0.17738127708435059,111
0.17304754257202148,109
0.17415785789489746,109
0.16860342025756836,105
0.16664433479309082,105
0.16899776458740234,104
0.16523456573486328,104
0.16992402076721191,105
0.17212247848510742,107
0.1656501293182373,102
0.16788768768310547,105
0.17237234115600586,106
0.16795635223388672,104
0.16755056381225586,103
0.17322182655334473,107
0.16758465766906738,104
0.16579079627990723,101
0.15761280059814453,97
0.1595761775970459,97
0.16634058952331543,100
0.16797423362731934,103
0.17139792442321777,107
0.17089033126831055,105
0.1764676570892334,106
0.17412328720092773,105
0.17599725723266602,109
0.17128705978393555,108
0.17711496353149414,109
0.17458796501159668,112
0.17679214477539062,112
0.17430591583251953,108
0.17746472358703613,109
0.17946362495422363,114
0.17905235290527344,113
0.17502903938293457,109
0.17333197593688965,110
0.17615580558776855,111
0.17000150680541992,106
0.17574787139892578,109
0.1675713062286377,102
0.17021536827087402,106
0.16657185554504395,103
0.16688847541809082,103
0.16504931449890137,103
0.17189574241638184,105
0.16578936576843262,104
0.1686086654663086,104
0.16544175148010254,104
0.17183375358581543,101
strongsort_time,people
0.0431520938873291,0
0.04260373115539551,0
0.04029250144958496,28
0.0404510498046875,28
0.03981494903564453,28
0.03991055488586426,28
0.04276394844055176,27
0.04275012016296387,26
0.041821956634521484,27
0.04196500778198242,30
0.04534554481506348,29
0.0554811954498291,30
0.04622840881347656,30
0.04413461685180664,31
0.04377341270446777,31
0.0449371337890625,31
0.04781913757324219,31
0.04332756996154785,31
0.051387786865234375,30
0.046192169189453125,27
0.043509721755981445,27
0.04373335838317871,27
0.05007600784301758,28
0.04298043251037598,28
0.043410539627075195,28
0.052045583724975586,28
0.042865753173828125,28
0.043509483337402344,28
0.04540371894836426,27
0.045135498046875,28
0.04630327224731445,27
0.04717373847961426,28
0.04815793037414551,29
0.051630258560180664,30
0.05092453956604004,31
0.04959607124328613,31
0.045766353607177734,31
0.04800605773925781,32
0.05246162414550781,31
0.04964590072631836,31
0.04616045951843262,31
0.053232669830322266,31
0.04699373245239258,31
0.043855905532836914,30
0.048090457916259766,30
0.05112814903259277,30
0.052752017974853516,30
0.04410076141357422,30
0.04516959190368652,29
0.04347944259643555,28
0.044612884521484375,27
0.044504642486572266,29
0.047652244567871094,28
0.043413400650024414,29
0.045343875885009766,28
0.0478215217590332,29
0.042630910873413086,28
0.04600381851196289,29
0.046600341796875,29
0.04460024833679199,29
0.058982133865356445,33
0.05251049995422363,32
0.04628324508666992,30
0.05104827880859375,31
0.054294586181640625,30
0.05371499061584473,31
0.04633474349975586,31
0.045798301696777344,30
0.04760932922363281,28
0.05209088325500488,30
0.05157923698425293,30
0.0481419563293457,31
0.05604815483093262,30
0.049883365631103516,31
0.04734015464782715,31
0.043718814849853516,28
0.04873013496398926,28
0.04538726806640625,27
0.045288801193237305,29
0.0468134880065918,30
0.04861855506896973,31
0.046849966049194336,31
0.05292320251464844,31
0.04801154136657715,30
0.048642873764038086,30
0.04501533508300781,29
0.04969310760498047,28
0.04783892631530762,28
0.05031943321228027,30
0.04729056358337402,30
0.05003023147583008,30
0.049314022064208984,30
0.04436373710632324,28
0.04474067687988281,27
0.04472947120666504,29
0.05132246017456055,29
0.053014278411865234,30
0.04845595359802246,30
0.047046661376953125,29
0.044724464416503906,29
0.05194878578186035,29
0.04996490478515625,28
0.053444623947143555,28
0.045485734939575195,27
0.04560518264770508,27
0.04684901237487793,27
0.05124521255493164,28
0.04536890983581543,29
0.04591178894042969,30
0.05079531669616699,29
0.046071529388427734,29
0.04557609558105469,30
0.046158790588378906,30
0.04622197151184082,31
0.04666733741760254,29
0.04764127731323242,31
0.046068429946899414,31
0.05041837692260742,30
0.04392838478088379,29
0.04585003852844238,29
0.04527020454406738,28
0.04393291473388672,27
0.0467829704284668,28
0.048853158950805664,28
0.04947543144226074,29
0.046270132064819336,30
0.052514076232910156,29
0.04692578315734863,29
0.047682762145996094,28
0.04313206672668457,27
0.047205209732055664,28
0.04352450370788574,28
0.04611063003540039,28
0.048539161682128906,28
0.04751110076904297,28
0.04622960090637207,30
0.04630756378173828,28
0.04460287094116211,28
0.05316495895385742,26
0.04893851280212402,26
0.04721379280090332,26
0.05461430549621582,29
0.05146622657775879,30
0.048546791076660156,29
0.04998946189880371,30
0.04485797882080078,27
0.04689741134643555,28
0.04908275604248047,29
0.0456700325012207,28
0.046623945236206055,28
0.05306434631347656,28
0.05181884765625,28
0.048538923263549805,27
0.05431485176086426,29
0.05059170722961426,32
0.05458426475524902,31
0.05323958396911621,32
0.05290675163269043,32
0.05488872528076172,34
0.05183124542236328,33
0.0485689640045166,32
0.05290722846984863,33
0.05523276329040527,34
0.05978250503540039,34
0.053385257720947266,34
0.05291914939880371,34
0.05867576599121094,33
0.05287623405456543,33
0.05110621452331543,33
0.05537772178649902,34
0.05388045310974121,33
0.05474424362182617,33
0.05328631401062012,34
0.05331587791442871,34
0.0520787239074707,34
0.05252838134765625,33
0.054186105728149414,35
0.05782485008239746,33
0.05496025085449219,34
0.05178713798522949,33
0.052512168884277344,33
0.05719423294067383,33
0.05460977554321289,34
0.054764747619628906,34
0.05599498748779297,34
0.0541384220123291,34
0.061353445053100586,36
0.05420374870300293,37
0.05339384078979492,35
0.056633949279785156,34
0.05273175239562988,33
0.056929588317871094,35
0.056143760681152344,34
0.05501127243041992,35
0.057068586349487305,34
0.06462454795837402,35
0.06086921691894531,36
0.06223702430725098,35
0.059705495834350586,36
0.06418704986572266,39
0.0628805160522461,39
0.06644320487976074,39
0.06762313842773438,38
0.06421661376953125,37
0.06522059440612793,37
0.06666135787963867,37
0.06560444831848145,38
0.06219196319580078,38
0.06062936782836914,37
0.06360554695129395,39
0.06602334976196289,40
0.0628511905670166,39
0.06325221061706543,38
0.06745409965515137,40
0.06941843032836914,40
0.06514525413513184,40
0.06691980361938477,40
0.06558799743652344,39
0.06484246253967285,41
0.06599831581115723,41
0.06720876693725586,41
0.06499695777893066,39
0.060088396072387695,36
0.06458926200866699,39
0.06294846534729004,39
0.06450247764587402,41
0.0641317367553711,40
0.06633710861206055,40
0.06644344329833984,40
0.0672907829284668,40
0.06867790222167969,43
0.06638073921203613,41
0.072052001953125,41
0.06749892234802246,42
0.06333065032958984,39
0.06598997116088867,40
0.06649041175842285,41
0.06531429290771484,40
0.06470656394958496,38
0.06290841102600098,38
0.06402373313903809,37
0.0618896484375,38
0.0625753402709961,38
0.06340813636779785,38
0.06135129928588867,38
0.060616254806518555,36
0.06328248977661133,36
0.061675071716308594,38
0.06206870079040527,38
0.06559896469116211,38
0.06292605400085449,38
0.06287074089050293,37
0.06432509422302246,38
0.06194353103637695,37
0.06333041191101074,37
0.06422805786132812,36
0.06406354904174805,39
0.06213521957397461,37
0.05967307090759277,35
0.05993199348449707,35
0.058728694915771484,34
0.06110191345214844,34
0.0600278377532959,34
0.05996370315551758,35
0.06694912910461426,37
0.06249189376831055,37
0.06322908401489258,39
0.06255865097045898,38
0.060791730880737305,36
0.059377431869506836,33
0.05741262435913086,32
0.06029534339904785,33
0.058739662170410156,35
0.06077742576599121,36
0.0600428581237793,36
0.059493303298950195,35
0.05942583084106445,35
0.0583651065826416,34
0.05710148811340332,33
0.059961795806884766,35
0.05956244468688965,36
0.06043839454650879,37
0.058641672134399414,34
0.05864286422729492,35
0.05911087989807129,34
0.059696197509765625,35
0.05863308906555176,34
0.059058427810668945,34
0.06096529960632324,36
0.06162071228027344,36
0.06271147727966309,37
0.06137514114379883,37
0.05892300605773926,35
0.057588815689086914,35
0.06120610237121582,38
0.05975532531738281,36
0.06295347213745117,38
0.05996894836425781,35
0.060591936111450195,37
strongsort_time,people
0.09347057342529297,0
0.09080982208251953,0
0.08544278144836426,70
0.1002044677734375,71
0.09417223930358887,70
0.09285593032836914,70
0.08884119987487793,68
0.09210014343261719,67
0.0912778377532959,68
0.08845257759094238,68
0.09455990791320801,69
0.09686923027038574,68
0.09258389472961426,67
0.091461181640625,69
0.0866701602935791,67
0.09630274772644043,68
0.0915839672088623,70
0.09646439552307129,71
0.09000396728515625,68
0.09060955047607422,69
0.0902109146118164,69
0.09047675132751465,69
0.09263181686401367,68
0.09264659881591797,68
0.0925302505493164,69
0.09624218940734863,69
0.0947258472442627,69
0.08832740783691406,67
0.09308052062988281,68
0.09284353256225586,69
0.0905306339263916,68
0.08869791030883789,67
0.0859060287475586,66
0.09214949607849121,68
0.09815335273742676,68
0.09174799919128418,69
0.09225702285766602,69
0.09621548652648926,68
0.09604191780090332,70
0.09265255928039551,69
0.10040116310119629,74
0.10195159912109375,72
0.10347437858581543,71
0.09673833847045898,70
0.09219503402709961,68
0.09685754776000977,67
0.09479212760925293,68
0.09616255760192871,68
0.09508395195007324,71
0.09659790992736816,68
0.09365320205688477,69
0.09541821479797363,70
0.09580683708190918,71
0.09433531761169434,66
0.09170770645141602,67
0.09164237976074219,64
0.09667682647705078,67
0.09329104423522949,67
0.09165835380554199,66
0.06223106384277344,33
0.08260011672973633,34
0.08263659477233887,33
0.07560205459594727,47
0.07709002494812012,46
0.08146953582763672,47
0.08560538291931152,46
0.08868932723999023,51
0.09421133995056152,56
0.08964276313781738,57
0.08738422393798828,56
0.09867978096008301,59
0.09782838821411133,61
0.10181593894958496,64
0.10623335838317871,65
0.10640954971313477,67
0.1014547348022461,66
0.10548257827758789,66
0.10324358940124512,65
0.10225057601928711,66
0.10230541229248047,67
0.10765314102172852,69
0.10135602951049805,68
0.1080625057220459,67
0.10241460800170898,67
0.1132361888885498,70
0.10694026947021484,71
0.10798168182373047,70
0.10897064208984375,70
0.10932493209838867,69
0.10396075248718262,67
0.10248947143554688,72
0.10070443153381348,68
0.0976419448852539,66
0.09834980964660645,66
0.1000680923461914,69
0.09879636764526367,68
0.10380411148071289,71
0.11114311218261719,71
0.10567116737365723,70
0.10538983345031738,71
0.11192774772644043,74
0.1029062271118164,72
0.10356402397155762,72
0.10426759719848633,72
0.10407733917236328,74
0.10432600975036621,74
0.10805511474609375,71
0.11091065406799316,73
0.10916399955749512,74
0.10141682624816895,70
0.09870553016662598,68
0.09723854064941406,69
0.10195207595825195,69
0.10002470016479492,69
0.09656476974487305,68
0.1020212173461914,67
0.10648179054260254,72
0.10624456405639648,73
0.10183405876159668,72
0.11011338233947754,72
0.10841083526611328,77
0.10604023933410645,76
0.10584902763366699,75
0.10466337203979492,73
0.10396933555603027,73
0.10037422180175781,72
0.10685253143310547,72
0.10642361640930176,74
0.10508012771606445,75
0.11049866676330566,73
0.10378384590148926,72
0.0990285873413086,68
0.09886646270751953,66
0.09593868255615234,60
0.09275054931640625,60
0.09421539306640625,59
0.09929347038269043,62
0.09631061553955078,63
0.09670233726501465,62
0.09450912475585938,62
0.09303426742553711,61
0.09050822257995605,60
0.09018135070800781,60
0.08950495719909668,59
0.0993354320526123,62
0.10230660438537598,63
0.09564948081970215,65
0.09783554077148438,64
0.10010051727294922,64
0.09916925430297852,64
0.10007214546203613,65
0.09875059127807617,65
0.09943175315856934,66
0.09741425514221191,64
0.09750080108642578,65
0.0962975025177002,65
0.10181474685668945,67
0.1016550064086914,68
0.10714888572692871,69
0.10271883010864258,69
0.1071019172668457,70
0.10347557067871094,72
0.10149788856506348,69
0.10051274299621582,70
0.10049796104431152,70
0.10006833076477051,69
0.09827494621276855,67
0.10166788101196289,68
0.10341882705688477,72
0.10759234428405762,71
0.10255599021911621,71
0.10210824012756348,70
0.10326623916625977,71
0.10863494873046875,71
0.10314226150512695,71
0.10092425346374512,69
0.10741376876831055,71
0.11112451553344727,72
0.10452580451965332,74
0.10610055923461914,74
0.11095285415649414,74
0.10475778579711914,73
0.10712432861328125,74
0.1062462329864502,72
0.10442566871643066,74
0.10190105438232422,72
0.1048738956451416,72
0.09740853309631348,68
0.1010591983795166,70
0.10071110725402832,70
0.10959982872009277,69
0.10246586799621582,70
0.1018209457397461,72
0.10239863395690918,72
0.10142993927001953,69
0.09893369674682617,68
0.09833836555480957,66
0.10044550895690918,66
0.09820151329040527,68
0.10106444358825684,67
0.09988260269165039,70
0.09950089454650879,69
0.1034858226776123,69
0.10001993179321289,69
0.10360097885131836,73
0.10615730285644531,73
0.10617947578430176,70
0.0993499755859375,68
0.10509514808654785,71
0.09748697280883789,68
0.10304498672485352,68
0.10093426704406738,65
0.09764504432678223,66
0.09728431701660156,66
0.09792637825012207,68
0.09630799293518066,66
0.10167336463928223,70
0.10059499740600586,70
0.10190820693969727,72
0.10074949264526367,70
0.10473370552062988,72
0.10648965835571289,73
0.09929060935974121,68
0.09660220146179199,68
0.10252737998962402,72
0.10239410400390625,72
0.1006777286529541,71
0.10113334655761719,70
0.10608339309692383,74
0.10485029220581055,71
0.10364675521850586,73
0.10461950302124023,71
0.10073542594909668,71
0.09638166427612305,65
0.096832275390625,66
0.09977245330810547,66
0.1001121997833252,65
0.09695601463317871,65
0.09961414337158203,67
0.10023784637451172,67
0.10519027709960938,72
0.10697340965270996,73
0.1053152084350586,73
0.10126471519470215,70
0.10448551177978516,71
0.0990760326385498,69
0.10147523880004883,70
0.10128498077392578,69
0.10182881355285645,69
0.10223150253295898,68
0.10620522499084473,73
0.10248374938964844,71
0.10367655754089355,71
0.10025382041931152,70
0.10558319091796875,70
0.10603499412536621,70
0.10982036590576172,72
0.10152292251586914,69
0.1014559268951416,69
0.10107660293579102,69
0.10591936111450195,73
0.10140752792358398,72
0.10485219955444336,72
0.10631132125854492,72
0.10522818565368652,72
0.10385298728942871,72
0.10487079620361328,74
0.10412836074829102,73
0.1030576229095459,72
0.10216045379638672,71
0.10746097564697266,71
0.10287332534790039,72
0.1097562313079834,74
0.10336995124816895,73
0.10697364807128906,73
0.10742688179016113,73
0.11203956604003906,76
0.11295318603515625,75
0.1131587028503418,79
0.11523866653442383,78
0.10811614990234375,76
0.10752129554748535,75
0.10714268684387207,74
0.10634922981262207,74
0.10679149627685547,75
0.11397242546081543,75
0.11301136016845703,78
0.11811327934265137,77
0.11376118659973145,77
0.11000418663024902,76
0.11226320266723633,77
0.10647726058959961,76
0.10626530647277832,76
0.10595107078552246,76
0.1072995662689209,76
0.1132512092590332,77
0.10646247863769531,76
0.10509037971496582,74
0.11264467239379883,78
strongsort_time,people
0.03587746620178223,0
0.03411078453063965,0
0.0354006290435791,15
0.03648781776428223,15
0.032732486724853516,14
0.03528451919555664,14
0.03329062461853027,13
0.03651905059814453,15
0.03988146781921387,15
0.03384757041931152,15
0.035430192947387695,15
0.03296327590942383,13
0.0367131233215332,14
0.0368955135345459,15
0.03443646430969238,13
0.03391146659851074,14
0.03745675086975098,15
0.039196014404296875,15
0.0394892692565918,15
0.03826427459716797,15
0.04151272773742676,16
0.03927421569824219,16
0.03945636749267578,16
0.03887343406677246,16
0.03951764106750488,16
0.04151201248168945,16
0.04318499565124512,17
0.04216575622558594,17
0.0435328483581543,18
0.04185652732849121,16
0.041208744049072266,16
0.03998255729675293,15
0.04009246826171875,15
0.039342403411865234,15
0.04101204872131348,15
0.0417630672454834,15
0.04123115539550781,15
0.041747331619262695,15
0.04230046272277832,15
0.041602373123168945,15
0.04169464111328125,15
0.04185771942138672,14
0.040955543518066406,14
0.040691375732421875,14
0.041960954666137695,14
0.03941631317138672,14
0.03893327713012695,14
0.038159847259521484,13
0.03682994842529297,13
0.035393714904785156,13
0.037209510803222656,13
0.03766226768493652,13
0.041840314865112305,13
0.04081583023071289,14
0.0383303165435791,13
0.03293895721435547,11
0.0344996452331543,11
0.03442025184631348,11
0.034012794494628906,10
0.03363037109375,10
0.03148961067199707,10
0.031101226806640625,9
0.0328676700592041,9
0.03269529342651367,9
0.03354024887084961,10
0.02934885025024414,9
0.02899789810180664,8
0.026859045028686523,8
0.030060291290283203,8
0.02822399139404297,9
0.030139923095703125,9
0.028886079788208008,9
0.03139805793762207,9
0.030803203582763672,9
0.029510021209716797,10
0.02745532989501953,9
0.029167890548706055,10
0.029388427734375,10
0.03085637092590332,10
0.031090259552001953,10
0.0344388484954834,11
0.03536558151245117,11
0.032877445220947266,12
0.032964229583740234,12
0.031833648681640625,11
0.030807971954345703,11
0.032463788986206055,10
0.03330278396606445,10
0.03271007537841797,10
0.03025054931640625,9
0.030343055725097656,8
0.030399084091186523,9
0.03290724754333496,9
0.033895015716552734,11
0.03275752067565918,12
0.03196597099304199,11
0.03116464614868164,11
0.02959299087524414,10
0.0333399772644043,10
0.03248286247253418,11
0.033391714096069336,11
0.0328829288482666,11
0.030980825424194336,10
0.03261756896972656,10
0.034169673919677734,11
0.03337383270263672,11
0.03488016128540039,12
0.033971548080444336,12
0.03422355651855469,12
0.03437185287475586,13
0.03208470344543457,12
0.03322768211364746,12
0.030233383178710938,11
0.031530141830444336,11
0.0320737361907959,11
0.030382633209228516,11
0.029631376266479492,11
0.03171229362487793,11
0.032427072525024414,12
0.03246474266052246,12
0.03139781951904297,12
0.03005528450012207,12
